order_value_gbp,restaurant_id,number_of_items,prep_time_seconds,city,type_of_food,day,hour,average_prep_resteraunt,min_prep_restauraunt,max_prep_restauraunt
51.02,137,8,3103,London,japanese,Monday,21,1495.2015503875969,0,5334
18.86,137,4,1434,London,japanese,Tuesday,19,1495.2015503875969,0,5334
23.65,137,5,1462,London,japanese,Tuesday,19,1495.2015503875969,0,5334
142.63,137,14,3599,London,japanese,Tuesday,20,1495.2015503875969,0,5334
54.21,137,9,1897,London,japanese,Tuesday,22,1495.2015503875969,0,5334
20.76,137,4,673,London,japanese,Tuesday,23,1495.2015503875969,0,5334
21.26,137,4,794,London,japanese,Wednesday,16,1495.2015503875969,0,5334
18.87,137,3,1251,London,japanese,Wednesday,19,1495.2015503875969,0,5334
46.31,137,8,1357,London,japanese,Wednesday,19,1495.2015503875969,0,5334
38.64,137,6,987,London,japanese,Wednesday,20,1495.2015503875969,0,5334
47.9,137,7,1428,London,japanese,Wednesday,21,1495.2015503875969,0,5334
27.03,137,6,591,London,japanese,Wednesday,23,1495.2015503875969,0,5334
43.51,137,9,1169,London,japanese,Thursday,20,1495.2015503875969,0,5334
35.03,137,6,1706,London,japanese,Thursday,21,1495.2015503875969,0,5334
15.37,137,3,923,London,japanese,Thursday,22,1495.2015503875969,0,5334
27.84,137,4,1455,London,japanese,Friday,16,1495.2015503875969,0,5334
23.76,137,3,1677,London,japanese,Saturday,22,1495.2015503875969,0,5334
28.85,137,5,2930,London,japanese,Saturday,22,1495.2015503875969,0,5334
22.95,137,5,855,London,japanese,Sunday,19,1495.2015503875969,0,5334
25.96,137,4,1226,London,japanese,Sunday,19,1495.2015503875969,0,5334
30.34,137,6,978,London,japanese,Sunday,20,1495.2015503875969,0,5334
40.84,137,6,2389,London,japanese,Sunday,20,1495.2015503875969,0,5334
15.07,137,3,749,London,japanese,Sunday,22,1495.2015503875969,0,5334
81.22,137,10,1874,London,japanese,Sunday,23,1495.2015503875969,0,5334
18.05,137,4,630,London,japanese,Monday,19,1495.2015503875969,0,5334
30.03,137,6,1037,London,japanese,Monday,20,1495.2015503875969,0,5334
33.63,137,7,1779,London,japanese,Monday,20,1495.2015503875969,0,5334
19.17,137,3,2040,London,japanese,Monday,20,1495.2015503875969,0,5334
18.47,137,3,622,London,japanese,Monday,22,1495.2015503875969,0,5334
16.17,137,3,896,London,japanese,Monday,22,1495.2015503875969,0,5334
24.45,137,4,652,London,japanese,Monday,23,1495.2015503875969,0,5334
30.05,137,5,1946,London,japanese,Tuesday,14,1495.2015503875969,0,5334
29.16,137,4,674,London,japanese,Tuesday,16,1495.2015503875969,0,5334
104.6,2596,6,2451,Edinburgh,lebanese,Monday,12,1278.5416666666667,312,4083
23.65,2596,4,1142,Edinburgh,lebanese,Tuesday,18,1278.5416666666667,312,4083
48.05,2596,6,1319,Edinburgh,lebanese,Sunday,17,1278.5416666666667,312,4083
42.1,2596,6,1574,Edinburgh,lebanese,Sunday,23,1278.5416666666667,312,4083
31.1,2596,6,3723,Edinburgh,lebanese,Tuesday,17,1278.5416666666667,312,4083
28.4,2596,5,1555,Edinburgh,lebanese,Tuesday,20,1278.5416666666667,312,4083
54.7,2596,6,2033,Edinburgh,lebanese,Friday,21,1278.5416666666667,312,4083
38.4,2596,2,826,Edinburgh,lebanese,Friday,20,1278.5416666666667,312,4083
22.6,2596,5,659,Edinburgh,lebanese,Saturday,23,1278.5416666666667,312,4083
37.05,2596,7,1177,Edinburgh,lebanese,Sunday,14,1278.5416666666667,312,4083
21.4,2596,3,332,Edinburgh,lebanese,Sunday,19,1278.5416666666667,312,4083
17.7,2596,2,830,Edinburgh,lebanese,Monday,18,1278.5416666666667,312,4083
30.85,2596,5,947,Edinburgh,lebanese,Wednesday,19,1278.5416666666667,312,4083
31.85,2596,2,1518,Edinburgh,lebanese,Wednesday,21,1278.5416666666667,312,4083
24.9,2596,4,4083,Edinburgh,lebanese,Thursday,12,1278.5416666666667,312,4083
25.4,2596,4,779,Edinburgh,lebanese,Friday,21,1278.5416666666667,312,4083
26.4,2596,3,840,Edinburgh,lebanese,Sunday,17,1278.5416666666667,312,4083
16.9,2596,2,598,Edinburgh,lebanese,Sunday,19,1278.5416666666667,312,4083
15.7,2596,3,312,Edinburgh,lebanese,Monday,16,1278.5416666666667,312,4083
45.9,2596,1,975,Edinburgh,lebanese,Tuesday,19,1278.5416666666667,312,4083
33.9,2596,1,1187,Edinburgh,lebanese,Tuesday,20,1278.5416666666667,312,4083
24.65,2596,4,488,Edinburgh,lebanese,Tuesday,21,1278.5416666666667,312,4083
20.15,2596,3,789,Edinburgh,lebanese,Tuesday,22,1278.5416666666667,312,4083
15.9,2596,4,548,Edinburgh,lebanese,Tuesday,22,1278.5416666666667,312,4083
80.0,2786,2,2461,Edinburgh,mexican,Monday,12,5373.0,2461,8285
8.5,2786,2,8285,Edinburgh,mexican,Friday,16,5373.0,2461,8285
11.5,51,2,4111,London,italian,Monday,12,1194.8484848484848,416,4111
30.0,51,4,1264,London,italian,Monday,21,1194.8484848484848,416,4111
21.0,51,3,779,London,italian,Thursday,20,1194.8484848484848,416,4111
35.0,51,3,416,London,italian,Friday,23,1194.8484848484848,416,4111
21.0,51,4,1087,London,italian,Saturday,13,1194.8484848484848,416,4111
39.0,51,3,1471,London,italian,Saturday,17,1194.8484848484848,416,4111
51.0,51,6,1355,London,italian,Sunday,13,1194.8484848484848,416,4111
12.5,51,1,507,London,italian,Sunday,18,1194.8484848484848,416,4111
26.5,51,3,812,London,italian,Sunday,21,1194.8484848484848,416,4111
22.5,51,3,3311,London,italian,Monday,19,1194.8484848484848,416,4111
25.5,51,3,625,London,italian,Monday,20,1194.8484848484848,416,4111
24.5,51,3,710,London,italian,Monday,23,1194.8484848484848,416,4111
20.0,51,3,700,London,italian,Monday,23,1194.8484848484848,416,4111
96.5,51,9,3269,London,italian,Tuesday,12,1194.8484848484848,416,4111
34.0,51,5,1105,London,italian,Wednesday,15,1194.8484848484848,416,4111
84.5,51,10,967,London,italian,Thursday,16,1194.8484848484848,416,4111
20.0,51,3,1073,London,italian,Thursday,19,1194.8484848484848,416,4111
63.5,51,3,1071,London,italian,Thursday,22,1194.8484848484848,416,4111
70.5,51,4,880,London,italian,Thursday,22,1194.8484848484848,416,4111
46.5,51,3,969,London,italian,Thursday,23,1194.8484848484848,416,4111
21.0,51,4,1641,London,italian,Sunday,13,1194.8484848484848,416,4111
36.0,51,6,668,London,italian,Monday,23,1194.8484848484848,416,4111
39.5,51,5,1171,London,italian,Tuesday,21,1194.8484848484848,416,4111
22.0,51,4,734,London,italian,Saturday,20,1194.8484848484848,416,4111
53.5,51,5,2209,London,italian,Sunday,20,1194.8484848484848,416,4111
28.5,51,4,877,London,italian,Tuesday,19,1194.8484848484848,416,4111
24.5,51,3,1013,London,italian,Thursday,13,1194.8484848484848,416,4111
38.0,51,2,1100,London,italian,Thursday,23,1194.8484848484848,416,4111
31.0,51,5,925,London,italian,Friday,20,1194.8484848484848,416,4111
40.5,51,5,658,London,italian,Friday,20,1194.8484848484848,416,4111
23.5,51,3,957,London,italian,Sunday,19,1194.8484848484848,416,4111
20.0,51,3,482,London,italian,Tuesday,19,1194.8484848484848,416,4111
46.5,51,4,513,London,italian,Tuesday,22,1194.8484848484848,416,4111
15.35,68,3,1733,London,lebanese,Monday,12,670.2241379310345,10,3634
37.0,68,6,889,London,lebanese,Tuesday,20,670.2241379310345,10,3634
10.9,68,2,411,London,lebanese,Tuesday,22,670.2241379310345,10,3634
39.65,68,7,380,London,lebanese,Wednesday,19,670.2241379310345,10,3634
16.5,68,2,20,London,lebanese,Wednesday,20,670.2241379310345,10,3634
35.55,68,4,2117,London,lebanese,Thursday,13,670.2241379310345,10,3634
24.3,68,4,238,London,lebanese,Thursday,16,670.2241379310345,10,3634
15.2,68,2,51,London,lebanese,Thursday,21,670.2241379310345,10,3634
16.9,68,4,375,London,lebanese,Friday,18,670.2241379310345,10,3634
43.7,68,3,631,London,lebanese,Saturday,20,670.2241379310345,10,3634
16.15,68,2,203,London,lebanese,Saturday,20,670.2241379310345,10,3634
15.55,68,3,1814,London,lebanese,Sunday,13,670.2241379310345,10,3634
19.0,68,4,940,London,lebanese,Sunday,13,670.2241379310345,10,3634
17.45,68,3,652,London,lebanese,Sunday,20,670.2241379310345,10,3634
17.95,68,3,30,London,lebanese,Sunday,21,670.2241379310345,10,3634
16.35,68,3,334,London,lebanese,Monday,17,670.2241379310345,10,3634
29.4,68,6,2902,London,lebanese,Monday,17,670.2241379310345,10,3634
16.2,68,2,773,London,lebanese,Monday,20,670.2241379310345,10,3634
18.4,68,4,36,London,lebanese,Tuesday,20,670.2241379310345,10,3634
27.2,68,4,396,London,lebanese,Wednesday,18,670.2241379310345,10,3634
32.75,68,5,305,London,lebanese,Wednesday,19,670.2241379310345,10,3634
203.7,68,7,3206,London,lebanese,Wednesday,20,670.2241379310345,10,3634
21.8,68,2,677,London,lebanese,Thursday,17,670.2241379310345,10,3634
55.65,68,10,3634,London,lebanese,Thursday,19,670.2241379310345,10,3634
101.45,68,9,812,London,lebanese,Thursday,22,670.2241379310345,10,3634
15.15,68,3,289,London,lebanese,Friday,22,670.2241379310345,10,3634
20.45,68,3,2064,London,lebanese,Saturday,19,670.2241379310345,10,3634
15.85,68,3,119,London,lebanese,Sunday,18,670.2241379310345,10,3634
17.15,68,3,41,London,lebanese,Sunday,20,670.2241379310345,10,3634
18.85,68,3,25,London,lebanese,Sunday,22,670.2241379310345,10,3634
21.9,68,4,358,London,lebanese,Sunday,22,670.2241379310345,10,3634
141.3,68,15,1161,London,lebanese,Sunday,22,670.2241379310345,10,3634
28.1,68,6,964,London,lebanese,Wednesday,19,670.2241379310345,10,3634
18.6,68,4,16,London,lebanese,Wednesday,19,670.2241379310345,10,3634
16.95,68,3,594,London,lebanese,Wednesday,21,670.2241379310345,10,3634
15.15,68,3,244,London,lebanese,Wednesday,21,670.2241379310345,10,3634
23.65,68,5,325,London,lebanese,Wednesday,22,670.2241379310345,10,3634
58.15,68,8,195,London,lebanese,Wednesday,22,670.2241379310345,10,3634
22.1,68,4,240,London,lebanese,Thursday,21,670.2241379310345,10,3634
39.25,68,6,137,London,lebanese,Friday,22,670.2241379310345,10,3634
18.1,68,4,716,London,lebanese,Saturday,14,670.2241379310345,10,3634
24.45,68,3,1089,London,lebanese,Saturday,15,670.2241379310345,10,3634
15.15,68,3,341,London,lebanese,Saturday,15,670.2241379310345,10,3634
36.15,68,7,154,London,lebanese,Saturday,22,670.2241379310345,10,3634
16.25,68,3,10,London,lebanese,Saturday,22,670.2241379310345,10,3634
15.15,68,3,15,London,lebanese,Wednesday,19,670.2241379310345,10,3634
16.15,68,3,10,London,lebanese,Wednesday,20,670.2241379310345,10,3634
15.15,68,3,198,London,lebanese,Wednesday,20,670.2241379310345,10,3634
42.5,68,6,272,London,lebanese,Wednesday,20,670.2241379310345,10,3634
20.8,68,4,296,London,lebanese,Wednesday,21,670.2241379310345,10,3634
15.7,68,2,239,London,lebanese,Wednesday,21,670.2241379310345,10,3634
40.9,68,8,365,London,lebanese,Wednesday,21,670.2241379310345,10,3634
15.35,68,2,58,London,lebanese,Wednesday,22,670.2241379310345,10,3634
96.65,68,9,1184,London,lebanese,Tuesday,19,670.2241379310345,10,3634
23.4,68,4,1393,London,lebanese,Tuesday,19,670.2241379310345,10,3634
15.35,68,3,1200,London,lebanese,Tuesday,19,670.2241379310345,10,3634
22.8,68,4,855,London,lebanese,Tuesday,19,670.2241379310345,10,3634
15.05,68,3,147,London,lebanese,Tuesday,20,670.2241379310345,10,3634
20.45,408,10,3106,London,chicken,Monday,12,1124.310650887574,11,9663
25.7,408,6,529,London,chicken,Monday,13,1124.310650887574,11,9663
17.1,408,6,694,London,chicken,Monday,13,1124.310650887574,11,9663
16.85,408,4,570,London,chicken,Monday,14,1124.310650887574,11,9663
22.2,408,7,3221,London,chicken,Monday,14,1124.310650887574,11,9663
9.95,408,4,740,London,chicken,Monday,14,1124.310650887574,11,9663
19.55,408,8,1304,London,chicken,Monday,15,1124.310650887574,11,9663
16.6,408,9,447,London,chicken,Monday,15,1124.310650887574,11,9663
20.35,408,9,388,London,chicken,Monday,16,1124.310650887574,11,9663
17.6,408,6,379,London,chicken,Monday,17,1124.310650887574,11,9663
16.35,408,7,1592,London,chicken,Monday,19,1124.310650887574,11,9663
16.55,408,8,1930,London,chicken,Monday,19,1124.310650887574,11,9663
17.1,408,7,1147,London,chicken,Monday,20,1124.310650887574,11,9663
22.05,408,7,1107,London,chicken,Monday,20,1124.310650887574,11,9663
21.35,408,9,620,London,chicken,Monday,20,1124.310650887574,11,9663
18.5,408,9,503,London,chicken,Monday,20,1124.310650887574,11,9663
24.0,408,11,1453,London,chicken,Monday,21,1124.310650887574,11,9663
20.3,408,5,1019,London,chicken,Monday,21,1124.310650887574,11,9663
38.59,408,16,991,London,chicken,Monday,23,1124.310650887574,11,9663
9.5,408,3,192,London,chicken,Tuesday,16,1124.310650887574,11,9663
24.45,408,10,770,London,chicken,Tuesday,16,1124.310650887574,11,9663
21.5,408,13,746,London,chicken,Tuesday,17,1124.310650887574,11,9663
11.4,408,6,375,London,chicken,Tuesday,19,1124.310650887574,11,9663
29.43,408,12,409,London,chicken,Tuesday,19,1124.310650887574,11,9663
18.65,408,8,532,London,chicken,Tuesday,19,1124.310650887574,11,9663
36.19,408,14,594,London,chicken,Tuesday,20,1124.310650887574,11,9663
18.0,408,8,531,London,chicken,Tuesday,20,1124.310650887574,11,9663
41.15,408,9,886,London,chicken,Tuesday,20,1124.310650887574,11,9663
22.9,408,6,266,London,chicken,Tuesday,20,1124.310650887574,11,9663
30.01,408,8,1034,London,chicken,Tuesday,20,1124.310650887574,11,9663
17.05,408,7,1239,London,chicken,Tuesday,20,1124.310650887574,11,9663
14.6,408,4,569,London,chicken,Tuesday,21,1124.310650887574,11,9663
9.55,408,7,369,London,chicken,Tuesday,21,1124.310650887574,11,9663
20.8,408,7,442,London,chicken,Tuesday,21,1124.310650887574,11,9663
16.45,408,9,575,London,chicken,Tuesday,21,1124.310650887574,11,9663
19.84,408,9,1041,London,chicken,Tuesday,21,1124.310650887574,11,9663
34.95,408,14,667,London,chicken,Tuesday,21,1124.310650887574,11,9663
19.95,408,7,931,London,chicken,Tuesday,21,1124.310650887574,11,9663
16.8,408,9,563,London,chicken,Tuesday,21,1124.310650887574,11,9663
17.08,408,9,379,London,chicken,Tuesday,21,1124.310650887574,11,9663
45.0,408,12,455,London,chicken,Tuesday,22,1124.310650887574,11,9663
25.1,408,10,701,London,chicken,Tuesday,22,1124.310650887574,11,9663
14.24,408,7,433,London,chicken,Tuesday,23,1124.310650887574,11,9663
15.8,408,6,1174,London,chicken,Wednesday,13,1124.310650887574,11,9663
18.6,408,9,644,London,chicken,Wednesday,15,1124.310650887574,11,9663
30.05,408,9,545,London,chicken,Wednesday,18,1124.310650887574,11,9663
16.4,408,7,308,London,chicken,Wednesday,18,1124.310650887574,11,9663
21.0,408,5,982,London,chicken,Wednesday,19,1124.310650887574,11,9663
40.8,408,14,1179,London,chicken,Wednesday,19,1124.310650887574,11,9663
17.8,408,8,1322,London,chicken,Wednesday,21,1124.310650887574,11,9663
15.35,408,6,592,London,chicken,Wednesday,23,1124.310650887574,11,9663
15.9,408,7,495,London,chicken,Wednesday,23,1124.310650887574,11,9663
23.8,408,13,501,London,chicken,Wednesday,23,1124.310650887574,11,9663
27.0,408,10,2962,London,chicken,Wednesday,23,1124.310650887574,11,9663
79.55,408,23,1482,London,chicken,Thursday,13,1124.310650887574,11,9663
16.9,408,8,418,London,chicken,Thursday,14,1124.310650887574,11,9663
19.84,408,9,608,London,chicken,Thursday,17,1124.310650887574,11,9663
16.85,408,7,387,London,chicken,Thursday,18,1124.310650887574,11,9663
29.99,408,11,813,London,chicken,Thursday,18,1124.310650887574,11,9663
16.05,408,5,706,London,chicken,Thursday,19,1124.310650887574,11,9663
16.44,408,9,656,London,chicken,Thursday,19,1124.310650887574,11,9663
29.65,408,10,937,London,chicken,Thursday,19,1124.310650887574,11,9663
16.75,408,4,897,London,chicken,Thursday,19,1124.310650887574,11,9663
14.7,408,8,992,London,chicken,Thursday,19,1124.310650887574,11,9663
21.95,408,11,1003,London,chicken,Thursday,20,1124.310650887574,11,9663
16.05,408,5,1140,London,chicken,Thursday,20,1124.310650887574,11,9663
19.95,408,6,795,London,chicken,Thursday,20,1124.310650887574,11,9663
13.1,408,6,1093,London,chicken,Thursday,20,1124.310650887574,11,9663
20.25,408,6,1311,London,chicken,Thursday,21,1124.310650887574,11,9663
20.25,408,5,1696,London,chicken,Thursday,21,1124.310650887574,11,9663
17.25,408,6,1105,London,chicken,Thursday,22,1124.310650887574,11,9663
15.65,408,7,819,London,chicken,Thursday,22,1124.310650887574,11,9663
41.15,408,9,1233,London,chicken,Thursday,23,1124.310650887574,11,9663
15.65,408,8,771,London,chicken,Thursday,23,1124.310650887574,11,9663
19.0,408,7,1586,London,chicken,Friday,17,1124.310650887574,11,9663
61.65,408,14,2044,London,chicken,Friday,18,1124.310650887574,11,9663
20.25,408,7,1228,London,chicken,Friday,18,1124.310650887574,11,9663
26.6,408,11,1921,London,chicken,Friday,19,1124.310650887574,11,9663
45.0,408,16,1226,London,chicken,Friday,19,1124.310650887574,11,9663
15.59,408,7,1092,London,chicken,Friday,19,1124.310650887574,11,9663
22.7,408,9,1468,London,chicken,Friday,19,1124.310650887574,11,9663
18.7,408,10,909,London,chicken,Friday,19,1124.310650887574,11,9663
30.85,408,9,1069,London,chicken,Friday,19,1124.310650887574,11,9663
10.1,408,5,835,London,chicken,Friday,20,1124.310650887574,11,9663
15.5,408,7,1067,London,chicken,Friday,20,1124.310650887574,11,9663
28.8,408,14,943,London,chicken,Friday,20,1124.310650887574,11,9663
34.5,408,10,854,London,chicken,Friday,20,1124.310650887574,11,9663
25.2,408,8,859,London,chicken,Friday,20,1124.310650887574,11,9663
15.15,408,8,1167,London,chicken,Friday,21,1124.310650887574,11,9663
25.65,408,9,1608,London,chicken,Friday,21,1124.310650887574,11,9663
40.65,408,13,2090,London,chicken,Friday,21,1124.310650887574,11,9663
15.55,408,8,1078,London,chicken,Friday,21,1124.310650887574,11,9663
24.35,408,9,1241,London,chicken,Friday,22,1124.310650887574,11,9663
28.7,408,11,859,London,chicken,Friday,22,1124.310650887574,11,9663
18.55,408,7,695,London,chicken,Friday,23,1124.310650887574,11,9663
20.75,408,8,925,London,chicken,Friday,23,1124.310650887574,11,9663
15.4,408,9,2688,London,chicken,Saturday,12,1124.310650887574,11,9663
14.5,408,7,659,London,chicken,Saturday,13,1124.310650887574,11,9663
29.0,408,9,1111,London,chicken,Saturday,13,1124.310650887574,11,9663
39.25,408,10,1017,London,chicken,Saturday,13,1124.310650887574,11,9663
17.45,408,5,1741,London,chicken,Saturday,13,1124.310650887574,11,9663
17.24,408,4,455,London,chicken,Saturday,14,1124.310650887574,11,9663
26.35,408,9,847,London,chicken,Saturday,14,1124.310650887574,11,9663
15.5,408,8,657,London,chicken,Saturday,15,1124.310650887574,11,9663
18.75,408,10,2076,London,chicken,Saturday,15,1124.310650887574,11,9663
15.14,408,7,1549,London,chicken,Saturday,15,1124.310650887574,11,9663
15.85,408,7,783,London,chicken,Saturday,15,1124.310650887574,11,9663
29.55,408,11,1010,London,chicken,Saturday,16,1124.310650887574,11,9663
19.95,408,6,751,London,chicken,Saturday,16,1124.310650887574,11,9663
19.65,408,4,762,London,chicken,Saturday,16,1124.310650887574,11,9663
16.95,408,8,242,London,chicken,Saturday,16,1124.310650887574,11,9663
28.0,408,14,930,London,chicken,Saturday,16,1124.310650887574,11,9663
21.5,408,9,664,London,chicken,Saturday,16,1124.310650887574,11,9663
16.34,408,8,1842,London,chicken,Saturday,17,1124.310650887574,11,9663
30.95,408,11,886,London,chicken,Saturday,17,1124.310650887574,11,9663
21.05,408,6,582,London,chicken,Saturday,18,1124.310650887574,11,9663
21.05,408,9,1312,London,chicken,Saturday,19,1124.310650887574,11,9663
16.15,408,9,2086,London,chicken,Saturday,20,1124.310650887574,11,9663
24.4,408,5,756,London,chicken,Saturday,20,1124.310650887574,11,9663
15.79,408,7,602,London,chicken,Saturday,20,1124.310650887574,11,9663
21.54,408,9,468,London,chicken,Saturday,20,1124.310650887574,11,9663
20.25,408,8,1078,London,chicken,Saturday,20,1124.310650887574,11,9663
19.95,408,4,532,London,chicken,Saturday,20,1124.310650887574,11,9663
31.65,408,10,1026,London,chicken,Saturday,20,1124.310650887574,11,9663
16.9,408,6,925,London,chicken,Saturday,21,1124.310650887574,11,9663
13.85,408,6,2681,London,chicken,Saturday,21,1124.310650887574,11,9663
26.5,408,12,2268,London,chicken,Saturday,21,1124.310650887574,11,9663
46.9,408,17,2160,London,chicken,Saturday,21,1124.310650887574,11,9663
32.0,408,8,1919,London,chicken,Saturday,21,1124.310650887574,11,9663
62.65,408,22,1648,London,chicken,Saturday,21,1124.310650887574,11,9663
24.85,408,9,584,London,chicken,Saturday,22,1124.310650887574,11,9663
15.35,408,8,1777,London,chicken,Saturday,22,1124.310650887574,11,9663
25.7,408,10,1391,London,chicken,Saturday,22,1124.310650887574,11,9663
17.9,408,8,1326,London,chicken,Saturday,22,1124.310650887574,11,9663
16.14,408,8,1250,London,chicken,Saturday,22,1124.310650887574,11,9663
33.78,408,7,1990,London,chicken,Saturday,22,1124.310650887574,11,9663
21.74,408,8,343,London,chicken,Saturday,23,1124.310650887574,11,9663
18.1,408,8,673,London,chicken,Sunday,13,1124.310650887574,11,9663
15.69,408,9,486,London,chicken,Sunday,13,1124.310650887574,11,9663
16.0,408,6,1601,London,chicken,Sunday,13,1124.310650887574,11,9663
50.55,408,20,752,London,chicken,Sunday,14,1124.310650887574,11,9663
